,addr,category,brand
5516,함양,치킨,페리카나
5517,진천,치킨,페리카나
5518,강릉,치킨,페리카나
5519,광주,치킨,페리카나
5520,춘천,치킨,페리카나
5521,안산,치킨,페리카나
5522,부산해운대,치킨,페리카나
5523,부천,치킨,페리카나
5524,원주,치킨,페리카나
5525,대구수성,치킨,페리카나
5526,천안,치킨,페리카나
5527,양산,치킨,페리카나
5528,횡성,치킨,페리카나
5529,합천,치킨,페리카나
5530,대구남구,치킨,페리카나
5531,서울강동,치킨,페리카나
5532,영덕,치킨,페리카나
5533,청양,치킨,페리카나
5534,남원,치킨,페리카나
5535,서귀포,치킨,페리카나
5536,대전유성,치킨,페리카나
5537,부산해운대,치킨,페리카나
5538,광명,치킨,페리카나
5539,청주,치킨,페리카나
5540,대구동구,치킨,페리카나
5541,서울금천,치킨,페리카나
5542,대전대덕,치킨,페리카나
5543,횡성,치킨,페리카나
5544,광주광산,치킨,페리카나
5545,대전서구,치킨,페리카나
5546,이천,치킨,페리카나
5547,화순,치킨,페리카나
5548,화성,치킨,페리카나
5549,수원,치킨,페리카나
5550,천안,치킨,페리카나
5551,강릉,치킨,페리카나
5552,안동,치킨,페리카나
5553,천안,치킨,페리카나
5554,안성,치킨,페리카나
5555,영주,치킨,페리카나
5556,강릉,치킨,페리카나
5557,포천,치킨,페리카나
5558,인천부평,치킨,페리카나
5559,용인,치킨,페리카나
5560,보령,치킨,페리카나
5561,서울금천,치킨,페리카나
5562,이천,치킨,페리카나
5563,김해,치킨,페리카나
5564,인천서구,치킨,페리카나
5565,아산,치킨,페리카나
5566,아산,치킨,페리카나
5567,양평,치킨,페리카나
5568,광주광산,치킨,페리카나
5569,서울중랑,치킨,페리카나
5570,전주,치킨,페리카나
5571,금산,치킨,페리카나
5572,울산동구,치킨,페리카나
5573,김해,치킨,페리카나
5574,가평,치킨,페리카나
5575,서울구로,치킨,페리카나
5576,인천서구,치킨,페리카나
5577,제주,치킨,페리카나
5578,화성,치킨,페리카나
5579,광주,치킨,페리카나
5580,김해,치킨,페리카나
5581,시흥,치킨,페리카나
5582,서울강남,치킨,페리카나
5583,원주,치킨,페리카나
5584,예산,치킨,페리카나
5585,구미,치킨,페리카나
5586,영월,치킨,페리카나
5587,동두천,치킨,페리카나
5588,서울강북,치킨,페리카나
5589,서울도봉,치킨,페리카나
5590,당진,치킨,페리카나
5591,예천,치킨,페리카나
5592,경산,치킨,페리카나
5593,홍천,치킨,페리카나
5594,고양,치킨,페리카나
5595,수원,치킨,페리카나
5596,화성,치킨,페리카나
5597,서산,치킨,페리카나
5598,대전중구,치킨,페리카나
5599,울산울주,치킨,페리카나
5600,김해,치킨,페리카나
5601,서산,치킨,페리카나
5602,음성,치킨,페리카나
5603,충주,치킨,페리카나
5604,파주,치킨,페리카나
5605,진천,치킨,페리카나
5606,오산,치킨,페리카나
5607,부산강서,치킨,페리카나
5608,당진,치킨,페리카나
5609,제주,치킨,페리카나
5610,대전유성,치킨,페리카나
5611,대전서구,치킨,페리카나
5612,파주,치킨,페리카나
5613,철원,치킨,페리카나
5614,춘천,치킨,페리카나
5615,서울강북,치킨,페리카나
5616,서울강북,치킨,페리카나
5617,인천서구,치킨,페리카나
5618,서울성북,치킨,페리카나
5619,아산,치킨,페리카나
5620,서울노원,치킨,페리카나
5621,홍성,치킨,페리카나
5622,서울관악,치킨,페리카나
5623,대전중구,치킨,페리카나
5624,창원,치킨,페리카나
5625,아산,치킨,페리카나
5626,천안,치킨,페리카나
5627,평택,치킨,페리카나
5628,음성,치킨,페리카나
5629,대전서구,치킨,페리카나
5630,보은,치킨,페리카나
5631,아산,치킨,페리카나
5632,경주,치킨,페리카나
5633,용인,치킨,페리카나
5634,천안,치킨,페리카나
5635,서울양천,치킨,페리카나
5636,서울마포,치킨,페리카나
5637,인천미추홀,치킨,페리카나
5638,창원,치킨,페리카나
5639,수원,치킨,페리카나
5640,창원,치킨,페리카나
5641,원주,치킨,페리카나
5642,대구북구,치킨,페리카나
5643,단양,치킨,페리카나
5644,경주,치킨,페리카나
5645,화천,치킨,페리카나
5646,대전대덕,치킨,페리카나
5647,광주북구,치킨,페리카나
5648,대구서구,치킨,페리카나
5649,안산,치킨,페리카나
5650,정읍,치킨,페리카나
5651,경주,치킨,페리카나
5652,인천부평,치킨,페리카나
5653,부산금정,치킨,페리카나
5654,파주,치킨,페리카나
5655,의왕,치킨,페리카나
5656,수원,치킨,페리카나
5657,평택,치킨,페리카나
5658,양평,치킨,페리카나
5659,충주,치킨,페리카나
5660,강릉,치킨,페리카나
5661,보령,치킨,페리카나
5662,가평,치킨,페리카나
5663,포항,치킨,페리카나
5664,울산중구,치킨,페리카나
5665,정읍,치킨,페리카나
5666,서울강남,치킨,페리카나
5667,광주남구,치킨,페리카나
5668,서귀포,치킨,페리카나
5669,서울서초,치킨,페리카나
5670,시흥,치킨,페리카나
5671,서울마포,치킨,페리카나
5672,서산,치킨,페리카나
5673,김포,치킨,페리카나
5674,인천서구,치킨,페리카나
5675,여주,치킨,페리카나
5676,인천미추홀,치킨,페리카나
5677,부천,치킨,페리카나
5678,수원,치킨,페리카나
5679,성주,치킨,페리카나
5680,서울동작,치킨,페리카나
5681,통영,치킨,페리카나
5682,대전서구,치킨,페리카나
5683,여주,치킨,페리카나
5684,고성,치킨,페리카나
5685,김포,치킨,페리카나
5686,음성,치킨,페리카나
5687,세종,치킨,페리카나
5688,철원,치킨,페리카나
5689,충주,치킨,페리카나
5690,의성,치킨,페리카나
5691,인천부평,치킨,페리카나
5692,광주,치킨,페리카나
5693,의성,치킨,페리카나
5694,진주,치킨,페리카나
5695,인천계양,치킨,페리카나
5696,김천,치킨,페리카나
5697,경주,치킨,페리카나
5698,서울은평,치킨,페리카나
5699,서울송파,치킨,페리카나
5700,서울관악,치킨,페리카나
5701,안산,치킨,페리카나
5702,대전동구,치킨,페리카나
5703,대구동구,치킨,페리카나
5704,영월,치킨,페리카나
5705,수원,치킨,페리카나
5706,안산,치킨,페리카나
5707,서천,치킨,페리카나
5708,의정부,치킨,페리카나
5709,아산,치킨,페리카나
5710,동해,치킨,페리카나
5711,성남,치킨,페리카나
5712,양평,치킨,페리카나
5713,광주서구,치킨,페리카나
5714,남원,치킨,페리카나
5715,대구동구,치킨,페리카나
5716,속초,치킨,페리카나
5717,통영,치킨,페리카나
5718,수원,치킨,페리카나
5719,영동,치킨,페리카나
5720,성남,치킨,페리카나
5721,천안,치킨,페리카나
5722,철원,치킨,페리카나
5723,세종,치킨,페리카나
5724,화성,치킨,페리카나
5725,안산,치킨,페리카나
5726,보령,치킨,페리카나
5727,시흥,치킨,페리카나
5728,서울동대문,치킨,페리카나
5729,거창,치킨,페리카나
5730,인제,치킨,페리카나
5731,양주,치킨,페리카나
5732,아산,치킨,페리카나
5733,고양,치킨,페리카나
5734,광주광산,치킨,페리카나
5735,서울송파,치킨,페리카나
5736,대구달성,치킨,페리카나
5737,경주,치킨,페리카나
5738,원주,치킨,페리카나
5739,인천계양,치킨,페리카나
5740,부천,치킨,페리카나
5741,서울강남,치킨,페리카나
5742,서산,치킨,페리카나
5743,인천연수,치킨,페리카나
5744,원주,치킨,페리카나
5745,고양,치킨,페리카나
5746,천안,치킨,페리카나
5747,대전유성,치킨,페리카나
5748,제주,치킨,페리카나
5749,인천남동,치킨,페리카나
5750,천안,치킨,페리카나
5751,울산중구,치킨,페리카나
5752,대구달서,치킨,페리카나
5753,울산남구,치킨,페리카나
5754,원주,치킨,페리카나
5755,평택,치킨,페리카나
5756,원주,치킨,페리카나
5757,서울강동,치킨,페리카나
5758,서울서대문,치킨,페리카나
5759,거제,치킨,페리카나
5760,원주,치킨,페리카나
5761,서울성동,치킨,페리카나
5762,대전서구,치킨,페리카나
5763,서울동작,치킨,페리카나
5764,화성,치킨,페리카나
5765,상주,치킨,페리카나
5766,아산,치킨,페리카나
5767,연천,치킨,페리카나
5768,강릉,치킨,페리카나
5769,서울서초,치킨,페리카나
5770,인천부평,치킨,페리카나
5771,부천,치킨,페리카나
5772,서울강동,치킨,페리카나
5773,포항,치킨,페리카나
5774,대구서구,치킨,페리카나
5775,천안,치킨,페리카나
5776,공주,치킨,페리카나
5777,용인,치킨,페리카나
5778,인천서구,치킨,페리카나
5779,파주,치킨,페리카나
5780,진천,치킨,페리카나
5781,해남,치킨,페리카나
5782,군포,치킨,페리카나
5783,포항,치킨,페리카나
5784,군포,치킨,페리카나
5785,서울강동,치킨,페리카나
5786,음성,치킨,페리카나
5787,인천연수,치킨,페리카나
5788,서울양천,치킨,페리카나
5789,대구남구,치킨,페리카나
5790,인천남동,치킨,페리카나
5791,거제,치킨,페리카나
5792,인천계양,치킨,페리카나
5793,서울영등포,치킨,페리카나
5794,공주,치킨,페리카나
5795,광주서구,치킨,페리카나
5796,서울용산,치킨,페리카나
5797,대전서구,치킨,페리카나
5798,인천서구,치킨,페리카나
5799,화성,치킨,페리카나
5800,서울광진,치킨,페리카나
5801,봉화,치킨,페리카나
5802,천안,치킨,페리카나
5803,포항,치킨,페리카나
5804,서울은평,치킨,페리카나
5805,인천서구,치킨,페리카나
5806,인천계양,치킨,페리카나
5807,대구중구,치킨,페리카나
5808,영주,치킨,페리카나
5809,인천강화,치킨,페리카나
5810,서울금천,치킨,페리카나
5811,강릉,치킨,페리카나
5812,평택,치킨,페리카나
5813,대구남구,치킨,페리카나
5814,화성,치킨,페리카나
5815,부산사하,치킨,페리카나
5816,칠곡,치킨,페리카나
5817,대구서구,치킨,페리카나
5818,가평,치킨,페리카나
5819,양산,치킨,페리카나
5820,광주,치킨,페리카나
5821,청주,치킨,페리카나
5822,평택,치킨,페리카나
5823,대구수성,치킨,페리카나
5824,제천,치킨,페리카나
5825,청주,치킨,페리카나
5826,성남,치킨,페리카나
5827,평창,치킨,페리카나
5828,원주,치킨,페리카나
5829,하남,치킨,페리카나
5830,춘천,치킨,페리카나
5831,원주,치킨,페리카나
5832,수원,치킨,페리카나
5833,서울종로,치킨,페리카나
5834,원주,치킨,페리카나
5835,포천,치킨,페리카나
5836,영광,치킨,페리카나
5837,대전서구,치킨,페리카나
5838,춘천,치킨,페리카나
5839,안양,치킨,페리카나
5840,칠곡,치킨,페리카나
5841,천안,치킨,페리카나
5842,이천,치킨,페리카나
5843,영주,치킨,페리카나
5844,안산,치킨,페리카나
5845,목포,치킨,페리카나
5846,화성,치킨,페리카나
5847,태안,치킨,페리카나
5848,서산,치킨,페리카나
5849,성남,치킨,페리카나
5850,안산,치킨,페리카나
5851,인제,치킨,페리카나
5852,서울동작,치킨,페리카나
5853,서울중랑,치킨,페리카나
5854,대구동구,치킨,페리카나
5855,인천연수,치킨,페리카나
5856,군포,치킨,페리카나
5857,대전중구,치킨,페리카나
5858,경주,치킨,페리카나
5859,대전대덕,치킨,페리카나
5860,평택,치킨,페리카나
5861,강릉,치킨,페리카나
5862,강릉,치킨,페리카나
5863,안산,치킨,페리카나
5864,안동,치킨,페리카나
5865,목포,치킨,페리카나
5866,고성,치킨,페리카나
5867,평택,치킨,페리카나
5868,강진,치킨,페리카나
5869,수원,치킨,페리카나
5870,부여,치킨,페리카나
5871,서울마포,치킨,페리카나
5872,서울동작,치킨,페리카나
5873,서울광진,치킨,페리카나
5874,여수,치킨,페리카나
5875,부천,치킨,페리카나
5876,수원,치킨,페리카나
5877,진도,치킨,페리카나
5878,청주,치킨,페리카나
5879,서귀포,치킨,페리카나
5880,서울광진,치킨,페리카나
5881,대전서구,치킨,페리카나
5882,정선,치킨,페리카나
5883,논산,치킨,페리카나
5884,대구수성,치킨,페리카나
5885,인천미추홀,치킨,페리카나
5886,사천,치킨,페리카나
5887,동해,치킨,페리카나
5888,인천남동,치킨,페리카나
5889,예산,치킨,페리카나
5890,파주,치킨,페리카나
5891,성남,치킨,페리카나
5892,대전대덕,치킨,페리카나
5893,광주광산,치킨,페리카나
5894,춘천,치킨,페리카나
5895,서울동작,치킨,페리카나
5896,울산북구,치킨,페리카나
5897,서울도봉,치킨,페리카나
5898,울진,치킨,페리카나
5899,서울중구,치킨,페리카나
5900,삼척,치킨,페리카나
5901,춘천,치킨,페리카나
5902,용인,치킨,페리카나
5903,천안,치킨,페리카나
5904,서울관악,치킨,페리카나
5905,논산,치킨,페리카나
5906,화성,치킨,페리카나
5907,수원,치킨,페리카나
5908,진주,치킨,페리카나
5909,서울서초,치킨,페리카나
5910,인천계양,치킨,페리카나
5911,부천,치킨,페리카나
5912,시흥,치킨,페리카나
5913,포항,치킨,페리카나
5914,울산울주,치킨,페리카나
5915,부산사하,치킨,페리카나
5916,인천부평,치킨,페리카나
5917,포천,치킨,페리카나
5918,인천계양,치킨,페리카나
5919,진천,치킨,페리카나
5920,천안,치킨,페리카나
5921,남양주,치킨,페리카나
5922,칠곡,치킨,페리카나
5923,인천남동,치킨,페리카나
5924,포항,치킨,페리카나
5925,안성,치킨,페리카나
5926,광명,치킨,페리카나
5927,김포,치킨,페리카나
5928,동두천,치킨,페리카나
5929,영동,치킨,페리카나
5930,대전동구,치킨,페리카나
5931,부산남구,치킨,페리카나
5932,부천,치킨,페리카나
5933,원주,치킨,페리카나
5934,포항,치킨,페리카나
5935,포항,치킨,페리카나
5936,대전유성,치킨,페리카나
5937,안성,치킨,페리카나
5938,울산남구,치킨,페리카나
5939,서귀포,치킨,페리카나
5940,이천,치킨,페리카나
5941,서울강남,치킨,페리카나
5942,안산,치킨,페리카나
5943,연천,치킨,페리카나
5944,천안,치킨,페리카나
5945,대구달서,치킨,페리카나
5946,충주,치킨,페리카나
5947,양주,치킨,페리카나
5948,안성,치킨,페리카나
5949,울산동구,치킨,페리카나
5950,김포,치킨,페리카나
5951,화성,치킨,페리카나
5952,광주광산,치킨,페리카나
5953,대구서구,치킨,페리카나
5954,서울금천,치킨,페리카나
5955,광주서구,치킨,페리카나
5956,시흥,치킨,페리카나
5957,당진,치킨,페리카나
5958,여주,치킨,페리카나
5959,서울성북,치킨,페리카나
5960,충주,치킨,페리카나
5961,경산,치킨,페리카나
5962,대전동구,치킨,페리카나
5963,부천,치킨,페리카나
5964,인천남동,치킨,페리카나
5965,하남,치킨,페리카나
5966,고양,치킨,페리카나
5967,용인,치킨,페리카나
5968,고흥,치킨,페리카나
5969,세종,치킨,페리카나
5970,강릉,치킨,페리카나
5971,안산,치킨,페리카나
5972,정선,치킨,페리카나
5973,부산연제,치킨,페리카나
5974,광주,치킨,페리카나
5975,인천연수,치킨,페리카나
5976,대구중구,치킨,페리카나
5977,대구달서,치킨,페리카나
5978,원주,치킨,페리카나
5979,강릉,치킨,페리카나
5980,안성,치킨,페리카나
5981,당진,치킨,페리카나
5982,포항,치킨,페리카나
5983,안양,치킨,페리카나
5984,인천연수,치킨,페리카나
5985,구례,치킨,페리카나
5986,안산,치킨,페리카나
5987,서울마포,치킨,페리카나
5988,남양주,치킨,페리카나
5989,서울노원,치킨,페리카나
5990,광주동구,치킨,페리카나
5991,평택,치킨,페리카나
5992,울산울주,치킨,페리카나
5993,서울성북,치킨,페리카나
5994,제천,치킨,페리카나
5995,고양,치킨,페리카나
5996,서울송파,치킨,페리카나
5997,시흥,치킨,페리카나
5998,서울마포,치킨,페리카나
5999,파주,치킨,페리카나
6000,영덕,치킨,페리카나
6001,익산,치킨,페리카나
6002,당진,치킨,페리카나
6003,당진,치킨,페리카나
6004,천안,치킨,페리카나
6005,공주,치킨,페리카나
6006,서귀포,치킨,페리카나
6007,군산,치킨,페리카나
6008,서울동대문,치킨,페리카나
6009,서귀포,치킨,페리카나
6010,남해,치킨,페리카나
6011,파주,치킨,페리카나
6012,서울성북,치킨,페리카나
6013,서울강동,치킨,페리카나
6014,당진,치킨,페리카나
6015,수원,치킨,페리카나
6016,고양,치킨,페리카나
6017,부산부산진,치킨,페리카나
6018,시흥,치킨,페리카나
6019,청주,치킨,페리카나
6020,안양,치킨,페리카나
6021,울산북구,치킨,페리카나
6022,청주,치킨,페리카나
6023,경주,치킨,페리카나
6024,대전대덕,치킨,페리카나
6025,서울성북,치킨,페리카나
6026,서울동작,치킨,페리카나
6027,서울성동,치킨,페리카나
6028,울산동구,치킨,페리카나
6029,김포,치킨,페리카나
6030,수원,치킨,페리카나
6031,대전서구,치킨,페리카나
6032,군포,치킨,페리카나
6033,인천미추홀,치킨,페리카나
6034,이천,치킨,페리카나
6035,인천남동,치킨,페리카나
6036,대구달서,치킨,페리카나
6037,화성,치킨,페리카나
6038,산청,치킨,페리카나
6039,서울강동,치킨,페리카나
6040,오산,치킨,페리카나
6041,부천,치킨,페리카나
6042,정선,치킨,페리카나
6043,보령,치킨,페리카나
6044,청도,치킨,페리카나
6045,서울강서,치킨,페리카나
6046,진천,치킨,페리카나
6047,광주광산,치킨,페리카나
6048,대전대덕,치킨,페리카나
6049,전주,치킨,페리카나
6050,대전대덕,치킨,페리카나
6051,영주,치킨,페리카나
6052,서울광진,치킨,페리카나
6053,경주,치킨,페리카나
6054,오산,치킨,페리카나
6055,제천,치킨,페리카나
6056,고양,치킨,페리카나
6057,성남,치킨,페리카나
6058,함평,치킨,페리카나
6059,화성,치킨,페리카나
6060,용인,치킨,페리카나
6061,이천,치킨,페리카나
6062,안양,치킨,페리카나
6063,인천부평,치킨,페리카나
6064,부천,치킨,페리카나
6065,인천연수,치킨,페리카나
6066,대구서구,치킨,페리카나
6067,천안,치킨,페리카나
6068,서산,치킨,페리카나
6069,서울서대문,치킨,페리카나
6070,광주광산,치킨,페리카나
6071,포천,치킨,페리카나
6072,강릉,치킨,페리카나
6073,광주북구,치킨,페리카나
6074,인천남동,치킨,페리카나
6075,양평,치킨,페리카나
6076,부산동래,치킨,페리카나
6077,울산북구,치킨,페리카나
6078,이천,치킨,페리카나
6079,장흥,치킨,페리카나
6080,구례,치킨,페리카나
6081,대구북구,치킨,페리카나
6082,인천서구,치킨,페리카나
6083,울산동구,치킨,페리카나
6084,평택,치킨,페리카나
6085,서울성동,치킨,페리카나
6086,양평,치킨,페리카나
6087,남양주,치킨,페리카나
6088,안양,치킨,페리카나
6089,인천동구,치킨,페리카나
6090,성남,치킨,페리카나
6091,안산,치킨,페리카나
6092,홍성,치킨,페리카나
6093,안양,치킨,페리카나
6094,익산,치킨,페리카나
6095,대전중구,치킨,페리카나
6096,청주,치킨,페리카나
6097,대구북구,치킨,페리카나
6098,안양,치킨,페리카나
6099,울산중구,치킨,페리카나
6100,용인,치킨,페리카나
6101,수원,치킨,페리카나
6102,고양,치킨,페리카나
6103,서울강동,치킨,페리카나
6104,청주,치킨,페리카나
6105,광주,치킨,페리카나
6106,서울도봉,치킨,페리카나
6107,안양,치킨,페리카나
6108,인천부평,치킨,페리카나
6109,태백,치킨,페리카나
6110,광명,치킨,페리카나
6111,광명,치킨,페리카나
6112,수원,치킨,페리카나
6113,대구서구,치킨,페리카나
6114,용인,치킨,페리카나
6115,포항,치킨,페리카나
6116,대전서구,치킨,페리카나
6117,충주,치킨,페리카나
6118,원주,치킨,페리카나
6119,인천서구,치킨,페리카나
6120,통영,치킨,페리카나
6121,무주,치킨,페리카나
6122,아산,치킨,페리카나
6123,연천,치킨,페리카나
6124,남양주,치킨,페리카나
6125,의정부,치킨,페리카나
6126,천안,치킨,페리카나
6127,인천부평,치킨,페리카나
6128,여주,치킨,페리카나
6129,청주,치킨,페리카나
6130,이천,치킨,페리카나
6131,성남,치킨,페리카나
6132,서울중랑,치킨,페리카나
6133,금산,치킨,페리카나
6134,서울영등포,치킨,페리카나
6135,남양주,치킨,페리카나
6136,원주,치킨,페리카나
6137,포항,치킨,페리카나
6138,서울중랑,치킨,페리카나
6139,춘천,치킨,페리카나
6140,부산사상,치킨,페리카나
6141,세종,치킨,페리카나
6142,부산영도,치킨,페리카나
6143,청주,치킨,페리카나
6144,계룡,치킨,페리카나
6145,대구달서,치킨,페리카나
6146,서울송파,치킨,페리카나
6147,용인,치킨,페리카나
6148,서울강서,치킨,페리카나
6149,서귀포,치킨,페리카나
6150,광주,치킨,페리카나
6151,수원,치킨,페리카나
6152,안성,치킨,페리카나
6153,의정부,치킨,페리카나
6154,대전중구,치킨,페리카나
6155,서울송파,치킨,페리카나
6156,예산,치킨,페리카나
6157,고양,치킨,페리카나
6158,공주,치킨,페리카나
6159,화성,치킨,페리카나
6160,당진,치킨,페리카나
6161,서울광진,치킨,페리카나
6162,홍천,치킨,페리카나
6163,익산,치킨,페리카나
6164,홍천,치킨,페리카나
6165,인제,치킨,페리카나
6166,울산중구,치킨,페리카나
6167,광주,치킨,페리카나
6168,안산,치킨,페리카나
6169,서울마포,치킨,페리카나
6170,서울구로,치킨,페리카나
6171,대전동구,치킨,페리카나
6172,화성,치킨,페리카나
6173,대구서구,치킨,페리카나
6174,안산,치킨,페리카나
6175,서울송파,치킨,페리카나
6176,부산금정,치킨,페리카나
6177,광주,치킨,페리카나
6178,광주서구,치킨,페리카나
6179,고양,치킨,페리카나
6180,연천,치킨,페리카나
6181,제주,치킨,페리카나
6182,남양주,치킨,페리카나
6183,광주,치킨,페리카나
6184,대구달서,치킨,페리카나
6185,속초,치킨,페리카나
6186,서울송파,치킨,페리카나
6187,속초,치킨,페리카나
6188,평창,치킨,페리카나
6189,청주,치킨,페리카나
6190,원주,치킨,페리카나
6191,서산,치킨,페리카나
6192,횡성,치킨,페리카나
6193,당진,치킨,페리카나
6194,시흥,치킨,페리카나
6195,화성,치킨,페리카나
6196,청주,치킨,페리카나
6197,대구수성,치킨,페리카나
6198,연천,치킨,페리카나
6199,안양,치킨,페리카나
6200,서울영등포,치킨,페리카나
6201,서울구로,치킨,페리카나
6202,수원,치킨,페리카나
6203,서울서초,치킨,페리카나
6204,제천,치킨,페리카나
6205,부산기장,치킨,페리카나
6206,청주,치킨,페리카나
6207,부산북구,치킨,페리카나
6208,세종,치킨,페리카나
6209,전주,치킨,페리카나
6210,서울구로,치킨,페리카나
6211,서울광진,치킨,페리카나
6212,천안,치킨,페리카나
6213,평택,치킨,페리카나
6214,제천,치킨,페리카나
6215,대구북구,치킨,페리카나
6216,이천,치킨,페리카나
6217,수원,치킨,페리카나
6218,성남,치킨,페리카나
6219,의정부,치킨,페리카나
6220,원주,치킨,페리카나
6221,부천,치킨,페리카나
6222,이천,치킨,페리카나
6223,속초,치킨,페리카나
6224,인천남동,치킨,페리카나
6225,괴산,치킨,페리카나
6226,대전동구,치킨,페리카나
6227,서울강남,치킨,페리카나
6228,부천,치킨,페리카나
6229,영월,치킨,페리카나
6230,성남,치킨,페리카나
6231,서울광진,치킨,페리카나
6232,의정부,치킨,페리카나
6233,광주,치킨,페리카나
6234,안산,치킨,페리카나
6235,인천미추홀,치킨,페리카나
6236,충주,치킨,페리카나
6237,서울양천,치킨,페리카나
6238,포항,치킨,페리카나
6239,포항,치킨,페리카나
6240,경산,치킨,페리카나
6241,예산,치킨,페리카나
6242,인천강화,치킨,페리카나
6243,군포,치킨,페리카나
6244,서울강남,치킨,교촌치킨
6245,서울강남,치킨,교촌치킨
6246,서울강남,치킨,교촌치킨
6247,서울강남,치킨,교촌치킨
6248,서울강남,치킨,교촌치킨
6249,서울강남,치킨,교촌치킨
6250,서울강남,치킨,교촌치킨
6251,서울강남,치킨,교촌치킨
6252,서울강남,치킨,교촌치킨
6253,서울강남,치킨,교촌치킨
6254,서울강남,치킨,교촌치킨
6255,서울강남,치킨,교촌치킨
6256,서울강동,치킨,교촌치킨
6257,서울강동,치킨,교촌치킨
6258,서울강동,치킨,교촌치킨
6259,서울강동,치킨,교촌치킨
6260,서울강동,치킨,교촌치킨
6261,서울강동,치킨,교촌치킨
6262,서울강동,치킨,교촌치킨
6263,서울강동,치킨,교촌치킨
6264,서울강동,치킨,교촌치킨
6265,서울강동,치킨,교촌치킨
6266,서울강동,치킨,교촌치킨
6267,서울강북,치킨,교촌치킨
6268,서울강북,치킨,교촌치킨
6269,서울강북,치킨,교촌치킨
6270,서울강북,치킨,교촌치킨
6271,서울강북,치킨,교촌치킨
6272,서울강북,치킨,교촌치킨
6273,서울강북,치킨,교촌치킨
6274,서울강서,치킨,교촌치킨
6275,서울강서,치킨,교촌치킨
6276,서울강서,치킨,교촌치킨
6277,서울강서,치킨,교촌치킨
6278,서울강서,치킨,교촌치킨
6279,서울강서,치킨,교촌치킨
6280,서울강서,치킨,교촌치킨
6281,서울강서,치킨,교촌치킨
6282,서울강서,치킨,교촌치킨
6283,서울강서,치킨,교촌치킨
6284,서울강서,치킨,교촌치킨
6285,서울관악,치킨,교촌치킨
6286,서울관악,치킨,교촌치킨
6287,서울관악,치킨,교촌치킨
6288,서울관악,치킨,교촌치킨
6289,서울관악,치킨,교촌치킨
6290,서울관악,치킨,교촌치킨
6291,서울관악,치킨,교촌치킨
6292,서울관악,치킨,교촌치킨
6293,서울관악,치킨,교촌치킨
6294,서울광진,치킨,교촌치킨
6295,서울광진,치킨,교촌치킨
6296,서울광진,치킨,교촌치킨
6297,서울광진,치킨,교촌치킨
6298,서울광진,치킨,교촌치킨
6299,서울광진,치킨,교촌치킨
6300,서울광진,치킨,교촌치킨
6301,서울구로,치킨,교촌치킨
6302,서울구로,치킨,교촌치킨
6303,서울구로,치킨,교촌치킨
6304,서울구로,치킨,교촌치킨
6305,서울구로,치킨,교촌치킨
6306,서울구로,치킨,교촌치킨
6307,서울구로,치킨,교촌치킨
6308,서울구로,치킨,교촌치킨
6309,서울구로,치킨,교촌치킨
6310,서울금천,치킨,교촌치킨
6311,서울금천,치킨,교촌치킨
6312,서울금천,치킨,교촌치킨
6313,서울금천,치킨,교촌치킨
6314,서울금천,치킨,교촌치킨
6315,서울노원,치킨,교촌치킨
6316,서울노원,치킨,교촌치킨
6317,서울노원,치킨,교촌치킨
6318,서울노원,치킨,교촌치킨
6319,서울노원,치킨,교촌치킨
6320,서울노원,치킨,교촌치킨
6321,서울노원,치킨,교촌치킨
6322,서울노원,치킨,교촌치킨
6323,서울노원,치킨,교촌치킨
6324,서울노원,치킨,교촌치킨
6325,서울노원,치킨,교촌치킨
6326,서울도봉,치킨,교촌치킨
6327,서울도봉,치킨,교촌치킨
6328,서울도봉,치킨,교촌치킨
6329,서울도봉,치킨,교촌치킨
6330,서울도봉,치킨,교촌치킨
6331,서울도봉,치킨,교촌치킨
6332,서울동대문,치킨,교촌치킨
6333,서울동대문,치킨,교촌치킨
6334,서울동대문,치킨,교촌치킨
6335,서울동대문,치킨,교촌치킨
6336,서울동대문,치킨,교촌치킨
6337,서울동대문,치킨,교촌치킨
6338,서울동대문,치킨,교촌치킨
6339,서울동대문,치킨,교촌치킨
6340,서울동대문,치킨,교촌치킨
6341,서울동작,치킨,교촌치킨
6342,서울동작,치킨,교촌치킨
6343,서울동작,치킨,교촌치킨
6344,서울동작,치킨,교촌치킨
6345,서울동작,치킨,교촌치킨
6346,서울동작,치킨,교촌치킨
6347,서울동작,치킨,교촌치킨
6348,서울동작,치킨,교촌치킨
6349,서울마포,치킨,교촌치킨
6350,서울마포,치킨,교촌치킨
6351,서울마포,치킨,교촌치킨
6352,서울마포,치킨,교촌치킨
6353,서울마포,치킨,교촌치킨
6354,서울마포,치킨,교촌치킨
6355,서울마포,치킨,교촌치킨
6356,서울마포,치킨,교촌치킨
6357,서울마포,치킨,교촌치킨
6358,서울마포,치킨,교촌치킨
6359,서울서대문,치킨,교촌치킨
6360,서울서대문,치킨,교촌치킨
6361,서울서대문,치킨,교촌치킨
6362,서울서대문,치킨,교촌치킨
6363,서울서대문,치킨,교촌치킨
6364,서울서대문,치킨,교촌치킨
6365,서울서대문,치킨,교촌치킨
6366,서울서대문,치킨,교촌치킨
6367,서울서초,치킨,교촌치킨
6368,서울서초,치킨,교촌치킨
6369,서울서초,치킨,교촌치킨
6370,서울서초,치킨,교촌치킨
6371,서울서초,치킨,교촌치킨
