"전라남도",구례군,소계,646,31.3,2.4,29.5,2.8
"전라남도",나주시,소계,843,30.7,1.9,32.4,1.8
"전라남도",담양군,소계,824,28.3,1.6,27.5,2.3
"전라남도",목포시,소계,899,34.6,1.5,34.8,2.0
"전라남도",무안군,소계,888,32.2,1.8,34.5,2.4
"전라남도",보성군,소계,884,27.0,1.7,30.8,2.8
"전라남도",순천시,소계,864,28.5,1.8,28.9,1.9
"전라남도",신안군,소계,834,27.9,1.9,25.8,2.5
"전라남도",여수시,소계,865,31.5,1.7,30.6,1.9
"전라남도",영광군,소계,896,31.2,1.8,33.9,2.2
"전라남도",영암군,소계,887,31.4,1.7,32.6,2.4
"전라남도",완도군,소계,884,28.4,2.1,31.8,2.7
"전라남도",장성군,소계,819,32.6,1.9,33.4,2.3
"전라남도",장흥군,소계,883,28.9,1.9,28.7,2.6
"전라남도",진도군,소계,877,28.2,1.6,32.1,2.7
"전라남도",함평군,소계,839,25.2,1.8,25.8,2.5
"전라남도",해남군,소계,804,31.3,1.8,30.0,2.2
"전라남도",화순군,소계,853,28.9,1.5,31.2,2.1
"경상북도",소계,소계,21280,29.7,0.4,30.8,0.5
"경상북도",경산시,소계,878,29.0,1.5,30.1,1.8
"경상북도",경주시,소계,864,28.5,1.7,28.1,1.7
"경상북도",고령군,소계,879,30.0,1.9,32.6,3.0
"경상북도",구미시,소계,1750,30.7,1.3,31.2,1.3
"경상북도",구미시,구미,897,30.1,1.5,30.6,1.6
"경상북도",구미시,선산,853,32.7,1.8,33.0,2.1
"경상북도",군위군,소계,829,26.5,1.7,31.3,3.1
"경상북도",김천시,소계,888,26.8,1.7,27.8,1.8
"경상북도",문경시,소계,830,26.0,1.7,27.1,2.1
"경상북도",봉화군,소계,886,27.4,1.8,33.1,3.2
"경상북도",상주시,소계,875,25.3,1.8,27.2,2.3
"경상북도",성주군,소계,856,31.7,2.1,36.1,2.5
"경상북도",안동시,소계,898,31.2,1.8,33.1,1.8
"경상북도",영덕군,소계,856,32.9,1.9,36.2,2.6
"경상북도",영양군,소계,729,28.2,1.9,28.9,2.6
"경상북도",영주시,소계,848,28.3,1.6,26.1,2.1
"경상북도",영천시,소계,889,29.7,1.8,33.4,2.1
"경상북도",예천군,소계,698,32.8,1.8,33.5,2.5
"경상북도",울릉군,소계,831,34.2,2.3,32.9,2.5
"경상북도",울진군,소계,885,30.8,1.8,31.2,2.3
"경상북도",의성군,소계,783,28.8,2.6,32.4,4.7
"경상북도",청도군,소계,870,27.9,2.0,31.3,2.9
"경상북도",청송군,소계,846,28.5,1.7,34.4,2.8
"경상북도",칠곡군,소계,891,32.4,1.7,32.4,1.9
"경상북도",포항시,소계,1721,31.3,1.4,31.6,1.3
"경상북도",포항시,남구,874,31.1,1.8,30.6,1.7
"경상북도",포항시,북구,847,31.5,2.0,32.5,1.8
"경상남도",소계,소계,17514,29.8,0.5,30.7,0.5
"경상남도",거제시,소계,903,31.5,1.7,30.9,1.4
"경상남도",거창군,소계,880,26.5,1.6,28.1,2.2
"경상남도",고성군,소계,844,28.2,1.7,28.5,2.1
"경상남도",김해시,소계,905,30.1,1.5,30.8,1.5
"경상남도",남해군,소계,876,27.1,1.7,32.7,2.5
"경상남도",창원시,소계,2708,30.0,1.0,30.7,1.0
"경상남도",창원시,마산,904,29.1,1.6,30.6,1.8
"경상남도",창원시,진해,901,30.9,1.7,30.8,1.6
"경상남도",창원시,창원,903,30.3,1.6,30.9,1.5
"경상남도",밀양시,소계,879,28.9,2.0,30.7,2.2
"경상남도",사천시,소계,843,28.8,1.8,29.8,2.2
"경상남도",산청군,소계,815,26.0,1.5,31.0,2.5
"경상남도",양산시,소계,903,34.2,1.7,34.2,1.6
"경상남도",의령군,소계,879,27.4,1.6,30.5,2.7
"경상남도",진주시,소계,905,27.4,1.4,28.3,1.6
"경상남도",창녕군,소계,901,26.1,1.6,28.9,2.5
"경상남도",통영시,소계,900,30.9,1.6,30.8,1.9
"경상남도",하동군,소계,890,24.8,1.9,28.9,2.5
"경상남도",함안군,소계,890,26.8,2.0,28.1,1.9
"경상남도",함양군,소계,848,27.4,1.6,30.3,2.6
"경상남도",합천군,소계,745,30.0,1.9,33.9,2.9
"제주특별자치도",소계,소계,4779,34.8,1.0,35.0,1.1
"제주특별자치도",서귀포시,소계,2286,36.5,1.2,36.7,1.4
"제주특별자치도",서귀포시,서귀포,830,34.1,1.6,34.8,2.0
"제주특별자치도",서귀포시,동부,710,40.5,1.6,39.6,2.4
"제주특별자치도",서귀포시,서부,746,38.6,2.4,38.9,2.0
"제주특별자치도",제주시,소계,2493,34.2,1.2,34.4,1.4
"제주특별자치도",제주시,제주,855,34.3,1.6,34.5,1.7
"제주특별자치도",제주시,동부,804,34.4,1.6,34.3,2.0
"제주특별자치도",제주시,서부,834,33.6,1.7,35.5,1.9
